temperature;year;month;country
6.13643;1973;4;Slovenia
13.2217;1973;5;Slovenia
16.2677;1973;6;Slovenia
17.9124;1973;7;Slovenia
18.2937;1973;8;Slovenia
15.1653;1973;9;Slovenia
8.44077;1973;10;Slovenia
2.76487;1973;11;Slovenia
-0.5463;1973;12;Slovenia
0.95129;1974;1;Slovenia
3.82675;1974;2;Slovenia
5.60637;1974;3;Slovenia
7.65845;1974;4;Slovenia
11.7046;1974;5;Slovenia
14.233;1974;6;Slovenia
17.4358;1974;7;Slovenia
18.9227;1974;8;Slovenia
14.2761;1974;9;Slovenia
6.1417;1974;10;Slovenia
4.40644;1974;11;Slovenia
1.61121;1974;12;Slovenia
2.27538;1975;1;Slovenia
0.91872;1975;2;Slovenia
4.63907;1975;3;Slovenia
8.11781;1975;4;Slovenia
13.7506;1975;5;Slovenia
14.8798;1975;6;Slovenia
17.8334;1975;7;Slovenia
17.3215;1975;8;Slovenia
16.4479;1975;9;Slovenia
9.14464;1975;10;Slovenia
3.38053;1975;11;Slovenia
0.33045;1975;12;Slovenia
-0.1344;1976;1;Slovenia
0.359;1976;2;Slovenia
1.32051;1976;3;Slovenia
8.16214;1976;4;Slovenia
12.8968;1976;5;Slovenia
16.448;1976;6;Slovenia
18.5861;1976;7;Slovenia
14.8032;1976;8;Slovenia
12.8122;1976;9;Slovenia
10.1484;1976;10;Slovenia
5.46713;1976;11;Slovenia
-0.4331;1976;12;Slovenia
0.59757;1977;1;Slovenia
3.13504;1977;2;Slovenia
6.72768;1977;3;Slovenia
6.97885;1977;4;Slovenia
12.5503;1977;5;Slovenia
16.2566;1977;6;Slovenia
17.3744;1977;7;Slovenia
16.7021;1977;8;Slovenia
12.3268;1977;9;Slovenia
10.5579;1977;10;Slovenia
4.49009;1977;11;Slovenia
-0.3077;1977;12;Slovenia
-0.4201;1978;1;Slovenia
-0.4551;1978;2;Slovenia
4.90189;1978;3;Slovenia
6.93635;1978;4;Slovenia
10.5974;1978;5;Slovenia
15.1692;1978;6;Slovenia
16.2788;1978;7;Slovenia
16.1803;1978;8;Slovenia
13.2403;1978;9;Slovenia
9.32881;1978;10;Slovenia
1.95471;1978;11;Slovenia
-0.5734;1978;12;Slovenia
-3.0073;1979;1;Slovenia
0.61029;1979;2;Slovenia
5.17302;1979;3;Slovenia
7.05448;1979;4;Slovenia
13.2705;1979;5;Slovenia
17.8103;1979;6;Slovenia
16.6552;1979;7;Slovenia
16.5243;1979;8;Slovenia
14.386;1979;9;Slovenia
9.08262;1979;10;Slovenia
4.15316;1979;11;Slovenia
2.30716;1979;12;Slovenia
-2.5276;1980;1;Slovenia
1.613;1980;2;Slovenia
4.53112;1980;3;Slovenia
6.13636;1980;4;Slovenia
10.3593;1980;5;Slovenia
14.8631;1980;6;Slovenia
16.585;1980;7;Slovenia
17.9972;1980;8;Slovenia
14.3977;1980;9;Slovenia
9.08307;1980;10;Slovenia
2.22222;1980;11;Slovenia
-1.6525;1980;12;Slovenia
-3.5034;1981;1;Slovenia
-0.9438;1981;2;Slovenia
5.96406;1981;3;Slovenia
8.66658;1981;4;Slovenia
12.4101;1981;5;Slovenia
16.4016;1981;6;Slovenia
17.2908;1981;7;Slovenia
17.6602;1981;8;Slovenia
14.8339;1981;9;Slovenia
10.6393;1981;10;Slovenia
3.37337;1981;11;Slovenia
-0.8337;1981;12;Slovenia
-2.293;1982;1;Slovenia
-1.5534;1982;2;Slovenia
3.32311;1982;3;Slovenia
6.6722;1982;4;Slovenia
13.0299;1982;5;Slovenia
17.0694;1982;6;Slovenia
18.8288;1982;7;Slovenia
17.8612;1982;8;Slovenia
17.0296;1982;9;Slovenia
10.3205;1982;10;Slovenia
5.14469;1982;11;Slovenia
2.13636;1982;12;Slovenia
1.0327;1983;1;Slovenia
-2.0751;1983;2;Slovenia
4.82744;1983;3;Slovenia
9.71014;1983;4;Slovenia
13.396;1983;5;Slovenia
16.046;1983;6;Slovenia
20.5531;1983;7;Slovenia
18.1385;1983;8;Slovenia
14.9236;1983;9;Slovenia
9.82029;1983;10;Slovenia
2.10972;1983;11;Slovenia
-0.2194;1983;12;Slovenia
-1.0507;1984;1;Slovenia
-0.6438;1984;2;Slovenia
2.89793;1984;3;Slovenia
7.57931;1984;4;Slovenia
10.7725;1984;5;Slovenia
15.0858;1984;6;Slovenia
16.8025;1984;7;Slovenia
16.9458;1984;8;Slovenia
13.8034;1984;9;Slovenia
10.621;1984;10;Slovenia
4.81606;1984;11;Slovenia
0.86137;1984;12;Slovenia
-5.2634;1985;1;Slovenia
-2.7662;1985;2;Slovenia
3.1883;1985;3;Slovenia
7.8031;1985;4;Slovenia
13.3301;1985;5;Slovenia
14.5137;1985;6;Slovenia
18.7873;1985;7;Slovenia
18.2695;1985;8;Slovenia
15.4225;1985;9;Slovenia
9.70497;1985;10;Slovenia
2.13258;1985;11;Slovenia
2.45066;1985;12;Slovenia
-1.1668;1986;1;Slovenia
-3.854;1986;2;Slovenia
2.31857;1986;3;Slovenia
8.4911;1986;4;Slovenia
15.3384;1986;5;Slovenia
15.4812;1986;6;Slovenia
17.4164;1986;7;Slovenia
18.6047;1986;8;Slovenia
13.9694;1986;9;Slovenia
9.9267;1986;10;Slovenia
4.66555;1986;11;Slovenia
-1.4852;1986;12;Slovenia
-4.1881;1987;1;Slovenia
-0.1578;1987;2;Slovenia
-0.4666;1987;3;Slovenia
8.90188;1987;4;Slovenia
11.2468;1987;5;Slovenia
15.6307;1987;6;Slovenia
18.7175;1987;7;Slovenia
17.0154;1987;8;Slovenia
17.2659;1987;9;Slovenia
10.6105;1987;10;Slovenia
4.18057;1987;11;Slovenia
0.73264;1987;12;Slovenia
2.05021;1988;1;Slovenia
1.85816;1988;2;Slovenia
3.4617;1988;3;Slovenia
8.30621;1988;4;Slovenia
13.2928;1988;5;Slovenia
15.5452;1988;6;Slovenia
19.5608;1988;7;Slovenia
18.6923;1988;8;Slovenia
14.2788;1988;9;Slovenia
10.5639;1988;10;Slovenia
0.78534;1988;11;Slovenia
0.12777;1988;12;Slovenia
-0.7728;1989;1;Slovenia
2.71408;1989;2;Slovenia
6.71678;1989;3;Slovenia
9.12953;1989;4;Slovenia
12.5429;1989;5;Slovenia
14.6798;1989;6;Slovenia
18.2099;1989;7;Slovenia
17.7415;1989;8;Slovenia
14.2514;1989;9;Slovenia
9.23036;1989;10;Slovenia
2.99696;1989;11;Slovenia
1.19013;1989;12;Slovenia
-0.571;1990;1;Slovenia
4.42034;1990;2;Slovenia
6.97693;1990;3;Slovenia
7.70943;1990;4;Slovenia
14.0735;1990;5;Slovenia
15.847;1990;6;Slovenia
18.0732;1990;7;Slovenia
18.559;1990;8;Slovenia
13.3072;1990;9;Slovenia
10.653;1990;10;Slovenia
4.88357;1990;11;Slovenia
-0.452;1990;12;Slovenia
-0.2316;1991;1;Slovenia
-2.6037;1991;2;Slovenia
6.71824;1991;3;Slovenia
7.25903;1991;4;Slovenia
9.6766;1991;5;Slovenia
15.882;1991;6;Slovenia
19.45;1991;7;Slovenia
18.8069;1991;8;Slovenia
16.0222;1991;9;Slovenia
8.66366;1991;10;Slovenia
4.40859;1991;11;Slovenia
-1.5151;1991;12;Slovenia
0.20281;1992;1;Slovenia
1.83322;1992;2;Slovenia
4.56854;1992;3;Slovenia
8.69909;1992;4;Slovenia
14.0726;1992;5;Slovenia
16.5916;1992;6;Slovenia
19.0392;1992;7;Slovenia
21.7893;1992;8;Slovenia
15.3097;1992;9;Slovenia
8.88724;1992;10;Slovenia
5.64675;1992;11;Slovenia
0.36144;1992;12;Slovenia
-0.1659;1993;1;Slovenia
-0.1354;1993;2;Slovenia
3.21762;1993;3;Slovenia
9.15727;1993;4;Slovenia
15.2864;1993;5;Slovenia
17.1849;1993;6;Slovenia
17.9063;1993;7;Slovenia
19.0634;1993;8;Slovenia
14.0784;1993;9;Slovenia
10.6482;1993;10;Slovenia
1.89585;1993;11;Slovenia
0.98814;1993;12;Slovenia
2.07041;1994;1;Slovenia
0.97231;1994;2;Slovenia
7.85248;1994;3;Slovenia
8.48069;1994;4;Slovenia
13.4649;1994;5;Slovenia
17.0839;1994;6;Slovenia
20.981;1994;7;Slovenia
20.3682;1994;8;Slovenia
16.2012;1994;9;Slovenia
8.79443;1994;10;Slovenia
7.04058;1994;11;Slovenia
1.45576;1994;12;Slovenia
-0.8732;1995;1;Slovenia
3.31385;1995;2;Slovenia
3.47453;1995;3;Slovenia
8.95684;1995;4;Slovenia
12.9932;1995;5;Slovenia
15.091;1995;6;Slovenia
20.5504;1995;7;Slovenia
17.5177;1995;8;Slovenia
13.2193;1995;9;Slovenia
11.3938;1995;10;Slovenia
3.59086;1995;11;Slovenia
0.2239;1995;12;Slovenia
-0.7584;1996;1;Slovenia
-2.0249;1996;2;Slovenia
1.72168;1996;3;Slovenia
8.76235;1996;4;Slovenia
13.8811;1996;5;Slovenia
17.491;1996;6;Slovenia
17.203;1996;7;Slovenia
17.9099;1996;8;Slovenia
11.7906;1996;9;Slovenia
10.1997;1996;10;Slovenia
6.32179;1996;11;Slovenia
-1.3173;1996;12;Slovenia
-0.6511;1997;1;Slovenia
2.5214;1997;2;Slovenia
5.61143;1997;3;Slovenia
6.30981;1997;4;Slovenia
13.9931;1997;5;Slovenia
16.8234;1997;6;Slovenia
17.8215;1997;7;Slovenia
18.4962;1997;8;Slovenia
15.574;1997;9;Slovenia
8.64565;1997;10;Slovenia
4.75329;1997;11;Slovenia
1.79841;1997;12;Slovenia
1.64267;1998;1;Slovenia
3.97243;1998;2;Slovenia
3.88399;1998;3;Slovenia
9.29135;1998;4;Slovenia
13.5266;1998;5;Slovenia
17.7747;1998;6;Slovenia
19.1732;1998;7;Slovenia
19.6088;1998;8;Slovenia
14.1222;1998;9;Slovenia
10.3043;1998;10;Slovenia
2.61008;1998;11;Slovenia
-2.0691;1998;12;Slovenia
-0.512;1999;1;Slovenia
-0.2217;1999;2;Slovenia
5.84664;1999;3;Slovenia
9.63713;1999;4;Slovenia
14.1925;1999;5;Slovenia
16.9962;1999;6;Slovenia
19.1053;1999;7;Slovenia
18.596;1999;8;Slovenia
16.7029;1999;9;Slovenia
10.861;1999;10;Slovenia
2.99581;1999;11;Slovenia
-0.2787;1999;12;Slovenia
-2.4577;2000;1;Slovenia
2.67191;2000;2;Slovenia
5.4418;2000;3;Slovenia
11.156;2000;4;Slovenia
15.1248;2000;5;Slovenia
18.5215;2000;6;Slovenia
17.4513;2000;7;Slovenia
20.2356;2000;8;Slovenia
15.104;2000;9;Slovenia
11.7967;2000;10;Slovenia
7.31938;2000;11;Slovenia
2.97986;2000;12;Slovenia
1.48465;2001;1;Slovenia
2.81509;2001;2;Slovenia
7.03639;2001;3;Slovenia
7.92842;2001;4;Slovenia
15.3053;2001;5;Slovenia
15.7675;2001;6;Slovenia
19.4298;2001;7;Slovenia
20.4413;2001;8;Slovenia
12.3412;2001;9;Slovenia
12.8915;2001;10;Slovenia
3.21558;2001;11;Slovenia
-2.7223;2001;12;Slovenia
-0.8767;2002;1;Slovenia
3.70477;2002;2;Slovenia
6.64182;2002;3;Slovenia
8.26085;2002;4;Slovenia
14.6674;2002;5;Slovenia
18.5181;2002;6;Slovenia
19.0532;2002;7;Slovenia
18.4514;2002;8;Slovenia
13.8689;2002;9;Slovenia
9.92405;2002;10;Slovenia
7.97455;2002;11;Slovenia
1.13385;2002;12;Slovenia
-1.3211;2003;1;Slovenia
-2.3764;2003;2;Slovenia
5.10454;2003;3;Slovenia
8.10935;2003;4;Slovenia
15.8771;2003;5;Slovenia
19.4259;2003;6;Slovenia
20.3476;2003;7;Slovenia
21.6082;2003;8;Slovenia
14.1452;2003;9;Slovenia
7.83998;2003;10;Slovenia
6.58267;2003;11;Slovenia
1.06497;2003;12;Slovenia
-1.5556;2004;1;Slovenia
0.88681;2004;2;Slovenia
3.12276;2004;3;Slovenia
8.75614;2004;4;Slovenia
11.7313;2004;5;Slovenia
16.2572;2004;6;Slovenia
18.5085;2004;7;Slovenia
18.7409;2004;8;Slovenia
14.6792;2004;9;Slovenia
11.7374;2004;10;Slovenia
5.09317;2004;11;Slovenia
1.42798;2004;12;Slovenia
-0.7209;2005;1;Slovenia
-2.1441;2005;2;Slovenia
3.10096;2005;3;Slovenia
8.49041;2005;4;Slovenia
13.9854;2005;5;Slovenia
17.3512;2005;6;Slovenia
18.8462;2005;7;Slovenia
16.6443;2005;8;Slovenia
15.2881;2005;9;Slovenia
10.4103;2005;10;Slovenia
4.11416;2005;11;Slovenia
-0.639;2005;12;Slovenia
-2.8426;2006;1;Slovenia
-0.3839;2006;2;Slovenia
2.81284;2006;3;Slovenia
9.39757;2006;4;Slovenia
12.9305;2006;5;Slovenia
17.4347;2006;6;Slovenia
21.244;2006;7;Slovenia
16.191;2006;8;Slovenia
16.3767;2006;9;Slovenia
12.434;2006;10;Slovenia
6.75928;2006;11;Slovenia
2.87861;2006;12;Slovenia
3.55518;2007;1;Slovenia
4.47869;2007;2;Slovenia
6.53183;2007;3;Slovenia
12.0119;2007;4;Slovenia
15.127;2007;5;Slovenia
18.7127;2007;6;Slovenia
19.9166;2007;7;Slovenia
18.4933;2007;8;Slovenia
13.2129;2007;9;Slovenia
9.24458;2007;10;Slovenia
3.93715;2007;11;Slovenia
-0.0352;2007;12;Slovenia
1.94144;2008;1;Slovenia
2.99505;2008;2;Slovenia
4.26559;2008;3;Slovenia
8.89425;2008;4;Slovenia
14.6447;2008;5;Slovenia
18.1309;2008;6;Slovenia
19.4002;2008;7;Slovenia
19.4425;2008;8;Slovenia
13.4331;2008;9;Slovenia
11.4868;2008;10;Slovenia
6.07079;2008;11;Slovenia
1.57981;2008;12;Slovenia
-1.0682;2009;1;Slovenia
0.97503;2009;2;Slovenia
4.84027;2009;3;Slovenia
11.4456;2009;4;Slovenia
15.4165;2009;5;Slovenia
16.5984;2009;6;Slovenia
19.6146;2009;7;Slovenia
20.333;2009;8;Slovenia
16.733;2009;9;Slovenia
10.2049;2009;10;Slovenia
6.25143;2009;11;Slovenia
0.87116;2009;12;Slovenia
-1.7254;2010;1;Slovenia
0.60264;2010;2;Slovenia
4.25574;2010;3;Slovenia
9.52938;2010;4;Slovenia
13.271;2010;5;Slovenia
17.5785;2010;6;Slovenia
20.6664;2010;7;Slovenia
18.4716;2010;8;Slovenia
13.7643;2010;9;Slovenia
8.7408;2010;10;Slovenia
6.68566;2010;11;Slovenia
-1.1473;2010;12;Slovenia
-0.1835;2011;1;Slovenia
0.81526;2011;2;Slovenia
5.02345;2011;3;Slovenia
11.0764;2011;4;Slovenia
14.4085;2011;5;Slovenia
17.8685;2011;6;Slovenia
18.7678;2011;7;Slovenia
20.4685;2011;8;Slovenia
18.0742;2011;9;Slovenia
9.46768;2011;10;Slovenia
3.79346;2011;11;Slovenia
2.01365;2011;12;Slovenia
0.33339;2012;1;Slovenia
-2.9893;2012;2;Slovenia
7.63285;2012;3;Slovenia
9.35577;2012;4;Slovenia
13.7688;2012;5;Slovenia
18.9276;2012;6;Slovenia
20.675;2012;7;Slovenia
20.9623;2012;8;Slovenia
15.9863;2012;9;Slovenia
10.7297;2012;10;Slovenia
7.33948;2012;11;Slovenia
0.05283;2012;12;Slovenia
0.42184;2013;1;Slovenia
-0.6031;2013;2;Slovenia
2.88828;2013;3;Slovenia
10.0252;2013;4;Slovenia
12.7641;2013;5;Slovenia
16.9228;2013;6;Slovenia
20.8971;2013;7;Slovenia
20.4202;2013;8;Slovenia
14.6014;2013;9;Slovenia
11.4059;2013;10;Slovenia
5.76819;2013;11;Slovenia
2.06283;2013;12;Slovenia
3.35277;2014;1;Slovenia
3.84982;2014;2;Slovenia
7.80955;2014;3;Slovenia
10.6075;2014;4;Slovenia
12.6588;2014;5;Slovenia
17.397;2014;6;Slovenia
18.5108;2014;7;Slovenia
17.6268;2014;8;Slovenia
14.6218;2014;9;Slovenia
12.1817;2014;10;Slovenia
8.07768;2014;11;Slovenia
2.37548;2014;12;Slovenia
1.69894;2015;1;Slovenia
1.10337;2015;2;Slovenia
5.57542;2015;3;Slovenia
9.30172;2015;4;Slovenia
14.3572;2015;5;Slovenia
18.1029;2015;6;Slovenia
21.7177;2015;7;Slovenia
20.6506;2015;8;Slovenia
15.1368;2015;9;Slovenia
9.9015;2015;10;Slovenia
6.20646;2015;11;Slovenia
1.9129;2015;12;Slovenia
18.5863;1901;1;Niger
21.8448;1901;2;Niger
25.729;1901;3;Niger
30.1135;1901;4;Niger
32.3302;1901;5;Niger
32.7055;1901;6;Niger
31.1676;1901;7;Niger
30.2725;1901;8;Niger
30.2912;1901;9;Niger
28.4131;1901;10;Niger
23.6172;1901;11;Niger
19.7355;1901;12;Niger
18.7135;1902;1;Niger
21.7655;1902;2;Niger
25.8834;1902;3;Niger
30.424;1902;4;Niger
32.6485;1902;5;Niger
32.4093;1902;6;Niger
31.1559;1902;7;Niger
30.318;1902;8;Niger
30.2382;1902;9;Niger
28.107;1902;10;Niger
23.5991;1902;11;Niger
20.0305;1902;12;Niger
19.0271;1903;1;Niger
21.9065;1903;2;Niger
25.9909;1903;3;Niger
30.2402;1903;4;Niger
32.6119;1903;5;Niger
32.6857;1903;6;Niger
31.125;1903;7;Niger
30.26;1903;8;Niger
30.2874;1903;9;Niger
28.4296;1903;10;Niger
23.6215;1903;11;Niger
20.0582;1903;12;Niger
19.014;1904;1;Niger
21.9393;1904;2;Niger
26.0176;1904;3;Niger
30.249;1904;4;Niger
32.5904;1904;5;Niger
32.7247;1904;6;Niger
31.1572;1904;7;Niger
30.2828;1904;8;Niger
30.2945;1904;9;Niger
28.4088;1904;10;Niger
23.5966;1904;11;Niger
20.0358;1904;12;Niger
18.5073;1905;1;Niger
20.7939;1905;2;Niger
25.4308;1905;3;Niger
30.1763;1905;4;Niger
32.6329;1905;5;Niger
32.4578;1905;6;Niger
31.1755;1905;7;Niger
30.042;1905;8;Niger
30.2628;1905;9;Niger
28.3282;1905;10;Niger
24.0837;1905;11;Niger
20.4621;1905;12;Niger
18.5712;1906;1;Niger
21.8511;1906;2;Niger
26.0616;1906;3;Niger
31.1187;1906;4;Niger
32.7347;1906;5;Niger
33.0229;1906;6;Niger
31.0605;1906;7;Niger
30.1382;1906;8;Niger
30.8141;1906;9;Niger
28.6777;1906;10;Niger
23.8726;1906;11;Niger
20.5388;1906;12;Niger
18.9955;1907;1;Niger
21.1823;1907;2;Niger
25.6863;1907;3;Niger
29.9819;1907;4;Niger
32.9212;1907;5;Niger
32.6437;1907;6;Niger
31.3592;1907;7;Niger
30.1729;1907;8;Niger
30.4079;1907;9;Niger
29.0758;1907;10;Niger
23.7395;1907;11;Niger
19.6107;1907;12;Niger
18.9041;1908;1;Niger
21.5307;1908;2;Niger
25.7177;1908;3;Niger
30.3847;1908;4;Niger
33.0601;1908;5;Niger
33.0522;1908;6;Niger
31.4105;1908;7;Niger
30.0623;1908;8;Niger
30.3622;1908;9;Niger
28.2929;1908;10;Niger
23.3153;1908;11;Niger
19.7706;1908;12;Niger
18.9217;1909;1;Niger
22.2446;1909;2;Niger
26.8908;1909;3;Niger
30.2041;1909;4;Niger
32.432;1909;5;Niger
32.0494;1909;6;Niger
30.6127;1909;7;Niger
29.5146;1909;8;Niger
30.307;1909;9;Niger
27.9123;1909;10;Niger
23.7721;1909;11;Niger
20.1088;1909;12;Niger
18.4905;1910;1;Niger
22.0198;1910;2;Niger
25.8181;1910;3;Niger
30.0885;1910;4;Niger
32.7199;1910;5;Niger
33.2838;1910;6;Niger
31.4528;1910;7;Niger
30.3626;1910;8;Niger
30.4652;1910;9;Niger
28.3224;1910;10;Niger
23.6132;1910;11;Niger
20.0573;1910;12;Niger
18.7805;1911;1;Niger
21.7026;1911;2;Niger
25.8376;1911;3;Niger
30.1859;1911;4;Niger
32.4186;1911;5;Niger
32.4911;1911;6;Niger
31.1814;1911;7;Niger
30.2077;1911;8;Niger
30.2245;1911;9;Niger
28.2774;1911;10;Niger
23.7853;1911;11;Niger
19.7138;1911;12;Niger
19.0701;1912;1;Niger
21.8779;1912;2;Niger
25.8478;1912;3;Niger
30.5535;1912;4;Niger
32.6741;1912;5;Niger
32.7527;1912;6;Niger
31.4965;1912;7;Niger
30.4619;1912;8;Niger
30.5662;1912;9;Niger
28.3381;1912;10;Niger
23.2303;1912;11;Niger
19.973;1912;12;Niger
19.1671;1913;1;Niger
21.8974;1913;2;Niger
25.2088;1913;3;Niger
30.0567;1913;4;Niger
32.8817;1913;5;Niger
33.3583;1913;6;Niger
31.8838;1913;7;Niger
30.9984;1913;8;Niger
31.1549;1913;9;Niger
28.318;1913;10;Niger
23.2453;1913;11;Niger
19.8096;1913;12;Niger
19.9071;1914;1;Niger
21.7217;1914;2;Niger
25.6386;1914;3;Niger
30.0932;1914;4;Niger
33.1636;1914;5;Niger
33.3515;1914;6;Niger
31.7831;1914;7;Niger
30.282;1914;8;Niger
30.5172;1914;9;Niger
28.6127;1914;10;Niger
24.2854;1914;11;Niger
19.9885;1914;12;Niger
18.6226;1915;1;Niger
21.5887;1915;2;Niger
26.1454;1915;3;Niger
29.9947;1915;4;Niger
32.5593;1915;5;Niger
32.4361;1915;6;Niger
31.162;1915;7;Niger
30.2596;1915;8;Niger
30.1545;1915;9;Niger
28.1846;1915;10;Niger
23.4243;1915;11;Niger
19.7946;1915;12;Niger
18.5674;1916;1;Niger
21.4095;1916;2;Niger
25.8971;1916;3;Niger
29.9353;1916;4;Niger
32.3949;1916;5;Niger
32.5281;1916;6;Niger
31.215;1916;7;Niger
30.0606;1916;8;Niger
29.9575;1916;9;Niger
28.0563;1916;10;Niger
23.1201;1916;11;Niger
20.0288;1916;12;Niger
19.0187;1917;1;Niger
21.922;1917;2;Niger
25.5907;1917;3;Niger
29.9607;1917;4;Niger
32.2985;1917;5;Niger
32.5029;1917;6;Niger
31.1767;1917;7;Niger
30.3116;1917;8;Niger
30.0014;1917;9;Niger
28.0909;1917;10;Niger
22.9837;1917;11;Niger
19.9088;1917;12;Niger
18.7932;1918;1;Niger
21.2458;1918;2;Niger
25.3781;1918;3;Niger
30.0038;1918;4;Niger
32.3778;1918;5;Niger
32.752;1918;6;Niger
31.1753;1918;7;Niger
29.9558;1918;8;Niger
29.9593;1918;9;Niger
28.2525;1918;10;Niger
23.3828;1918;11;Niger
20.0268;1918;12;Niger
19.0183;1919;1;Niger
21.9223;1919;2;Niger
26.0497;1919;3;Niger
30.2557;1919;4;Niger
32.5889;1919;5;Niger
32.7055;1919;6;Niger
31.1858;1919;7;Niger
30.277;1919;8;Niger
30.2968;1919;9;Niger
28.4579;1919;10;Niger
23.6574;1919;11;Niger
20.0271;1919;12;Niger
19.0339;1920;1;Niger
21.9133;1920;2;Niger
26.0021;1920;3;Niger
30.2399;1920;4;Niger
32.6064;1920;5;Niger
32.7193;1920;6;Niger
31.171;1920;7;Niger
30.2976;1920;8;Niger
30.2753;1920;9;Niger
28.4394;1920;10;Niger
23.6168;1920;11;Niger
20.0451;1920;12;Niger
19.0215;1921;1;Niger
21.9224;1921;2;Niger
25.9866;1921;3;Niger
30.2012;1921;4;Niger
32.6064;1921;5;Niger
32.6771;1921;6;Niger
31.1572;1921;7;Niger
30.2791;1921;8;Niger
30.2775;1921;9;Niger
28.4069;1921;10;Niger
23.6081;1921;11;Niger
20.0177;1921;12;Niger
19.0184;1922;1;Niger
21.9224;1922;2;Niger
26.0025;1922;3;Niger
30.2416;1922;4;Niger
32.6454;1922;5;Niger
32.7534;1922;6;Niger
31.1767;1922;7;Niger
29.978;1922;8;Niger
29.8953;1922;9;Niger
28.1598;1922;10;Niger
23.3964;1922;11;Niger
19.8606;1922;12;Niger
20.0183;1923;1;Niger
21.5591;1923;2;Niger
27.0145;1923;3;Niger
30.4461;1923;4;Niger
32.8091;1923;5;Niger
32.5585;1923;6;Niger
30.6793;1923;7;Niger
29.2294;1923;8;Niger
29.9807;1923;9;Niger
28.9397;1923;10;Niger
24.4925;1923;11;Niger
20.8082;1923;12;Niger
19.6986;1924;1;Niger
24.122;1924;2;Niger
27.9863;1924;3;Niger
31.095;1924;4;Niger
33.5191;1924;5;Niger
32.78;1924;6;Niger
30.0917;1924;7;Niger
29.0945;1924;8;Niger
29.2032;1924;9;Niger
28.4022;1924;10;Niger
23.4227;1924;11;Niger
19.4059;1924;12;Niger
16.0059;1925;1;Niger
20.241;1925;2;Niger
26.5294;1925;3;Niger
30.3261;1925;4;Niger
32.1322;1925;5;Niger
31.8126;1925;6;Niger
30.886;1925;7;Niger
29.4627;1925;8;Niger
30.0668;1925;9;Niger
27.5961;1925;10;Niger
24.1892;1925;11;Niger
20.3988;1925;12;Niger
19.7539;1926;1;Niger
21.834;1926;2;Niger
25.3034;1926;3;Niger
29.1252;1926;4;Niger
32.8954;1926;5;Niger
32.9876;1926;6;Niger
32.5493;1926;7;Niger
30.6444;1926;8;Niger
30.8172;1926;9;Niger
28.6267;1926;10;Niger
24.77;1926;11;Niger
20.7745;1926;12;Niger
18.8624;1927;1;Niger
22.0621;1927;2;Niger
27.0442;1927;3;Niger
30.0175;1927;4;Niger
33.562;1927;5;Niger
32.8974;1927;6;Niger
31.3502;1927;7;Niger
29.2842;1927;8;Niger
30.6629;1927;9;Niger
29.5483;1927;10;Niger
24.7924;1927;11;Niger
21.6881;1927;12;Niger
19.8293;1928;1;Niger
21.6989;1928;2;Niger
26.9211;1928;3;Niger
30.1879;1928;4;Niger
33.0896;1928;5;Niger
32.2075;1928;6;Niger
32.1553;1928;7;Niger
28.9007;1928;8;Niger
30.773;1928;9;Niger
29.1463;1928;10;Niger
24.5185;1928;11;Niger
19.7975;1928;12;Niger
18.2288;1929;1;Niger
22.2726;1929;2;Niger
26.6729;1929;3;Niger
30.0424;1929;4;Niger
33.6734;1929;5;Niger
32.4574;1929;6;Niger
29.6758;1929;7;Niger
29.319;1929;8;Niger
30.829;1929;9;Niger
29.3105;1929;10;Niger
25.5508;1929;11;Niger
18.9261;1929;12;Niger
19.264;1930;1;Niger
24.08;1930;2;Niger
27.0524;1930;3;Niger
32.0358;1930;4;Niger
33.4142;1930;5;Niger
33.2859;1930;6;Niger
30.924;1930;7;Niger
30.155;1930;8;Niger
31.1988;1930;9;Niger
29.1626;1930;10;Niger
25.4478;1930;11;Niger
23.1387;1930;12;Niger
20.7993;1931;1;Niger
23.2629;1931;2;Niger
27.7651;1931;3;Niger
32.3109;1931;4;Niger
33.8876;1931;5;Niger
32.8584;1931;6;Niger
31.8187;1931;7;Niger
30.7634;1931;8;Niger
30.169;1931;9;Niger
29.5389;1931;10;Niger
25.7264;1931;11;Niger
22.1297;1931;12;Niger
18.7641;1932;1;Niger
22.2883;1932;2;Niger
27.3632;1932;3;Niger
30.5979;1932;4;Niger
32.8034;1932;5;Niger
32.9898;1932;6;Niger
30.8581;1932;7;Niger
29.6958;1932;8;Niger
30.3906;1932;9;Niger
27.0583;1932;10;Niger
24.805;1932;11;Niger
20.6118;1932;12;Niger
19.6056;1933;1;Niger
22.068;1933;2;Niger
25.5839;1933;3;Niger
30.5589;1933;4;Niger
31.49;1933;5;Niger
31.8895;1933;6;Niger
31.359;1933;7;Niger
30.1514;1933;8;Niger
30.5129;1933;9;Niger
27.4017;1933;10;Niger
25.5291;1933;11;Niger
21.2396;1933;12;Niger
18.075;1934;1;Niger
20.8089;1934;2;Niger
26.4688;1934;3;Niger
31.1319;1934;4;Niger
32.8246;1934;5;Niger
32.8215;1934;6;Niger
31.365;1934;7;Niger
29.5333;1934;8;Niger
30.9901;1934;9;Niger
30.3283;1934;10;Niger
25.8527;1934;11;Niger
20.8571;1934;12;Niger
19.6287;1935;1;Niger
22.393;1935;2;Niger
27.1488;1935;3;Niger
30.1402;1935;4;Niger
33.3767;1935;5;Niger
32.731;1935;6;Niger
